data_start,t0,chamber_value,chamber_label,gas,c0,vol_flux
2022-05-09 21:45:06.157,2022-05-09 21:51:36.157,7.0,B2,CO2,508.4442996586728,0.02686034787224574
2022-05-09 22:05:07.450,2022-05-09 22:09:07.450,2.0,A1,N2O_dry,0.33651798566766294,-4.9182036287835925e-06
2022-05-09 22:05:07.450,2022-05-09 22:09:07.450,2.0,A1,CH4_dry,0.5688968290189487,0.0027323212570737722
2022-05-09 22:05:07.450,2022-05-09 22:09:07.450,2.0,A1,CO2,455.27157788476404,0.023202969945288726
2022-05-09 22:25:06.616,2022-05-09 22:31:06.616,3.0,A2,N2O_dry,0.32127021673110173,-1.5442131876279623e-06
2022-05-09 22:25:06.616,2022-05-09 22:31:06.616,3.0,A2,CH4_dry,2.157087901743439,0.00015488111053443002
2022-05-09 22:25:06.616,2022-05-09 22:31:06.616,3.0,A2,CO2,494.5500305307589,0.028654319556551466
2022-05-09 23:25:05.846,2022-05-09 23:30:35.846,6.0,B1,N2O_dry,0.29945749481211364,5.577016904746517e-06
2022-05-09 23:25:05.846,2022-05-09 23:30:35.846,6.0,B1,CH4_dry,2.1229373150220394,-8.602375151039455e-06
2022-05-09 23:25:05.846,2022-05-09 23:30:35.846,6.0,B1,CO2,491.6901550658078,0.02843519766160026
2022-05-09 23:45:05.698,2022-05-09 23:51:35.698,7.0,B2,N2O_dry,0.361190136913172,-1.2394875463955834e-05
2022-05-09 23:45:05.698,2022-05-09 23:51:35.698,7.0,B2,CH4_dry,2.090600689373578,-4.9097038389836665e-06
2022-05-09 23:45:05.698,2022-05-09 23:51:35.698,7.0,B2,CO2,485.36165088944574,0.03147929287862152
2022-05-10 00:05:04.742,2022-05-10 00:09:04.742,2.0,A1,N2O_dry,0.32172073734981016,1.2918484146811747e-06
2022-05-10 00:05:04.742,2022-05-10 00:09:04.742,2.0,A1,CH4_dry,2.9980807097899316,0.0013992452533503218
2022-05-10 00:05:04.742,2022-05-10 00:09:04.742,2.0,A1,CO2,494.5556428348235,0.015709298332326618
2022-05-10 00:25:04.903,2022-05-10 00:31:04.903,3.0,A2,N2O_dry,0.328553245370533,1.922631334628279e-06
2022-05-10 00:25:04.903,2022-05-10 00:31:04.903,3.0,A2,CH4_dry,2.1781417357792376,0.00013491796218039083
2022-05-10 00:25:04.903,2022-05-10 00:31:04.903,3.0,A2,CO2,528.9749035051614,0.019100510033096926
2022-05-10 01:25:04.506,2022-05-10 01:30:34.506,6.0,B1,N2O_dry,0.3851369827170239,-2.1566060044745753e-05
2022-05-10 01:25:04.506,2022-05-10 01:30:34.506,6.0,B1,CH4_dry,2.113018301041405,-6.226599794704494e-06
2022-05-10 01:25:04.506,2022-05-10 01:30:34.506,6.0,B1,CO2,521.6284275790952,0.020637295681299322
2022-05-10 01:45:03.604,2022-05-10 01:51:33.604,7.0,B2,N2O_dry,0.3437805450096859,-4.712945915689902e-06
2022-05-10 01:45:03.604,2022-05-10 01:51:33.604,7.0,B2,CH4_dry,2.129062000645537,-4.7233023385872504e-06
2022-05-10 01:45:03.604,2022-05-10 01:51:33.604,7.0,B2,CO2,523.9317322974416,0.025756895042118123
2022-05-10 02:05:03.732,2022-05-10 02:09:03.732,2.0,A1,N2O_dry,0.3098007286448958,3.778940126544898e-06
2022-05-10 02:05:03.732,2022-05-10 02:09:03.732,2.0,A1,CH4_dry,3.083550275622754,0.0014839102353191014
2022-05-10 02:05:03.732,2022-05-10 02:09:03.732,2.0,A1,CO2,528.4841645608684,0.005869644651835479
2022-05-10 02:25:03.938,2022-05-10 02:31:03.938,3.0,A2,N2O_dry,0.3330988226808808,-6.584397914135124e-06
2022-05-10 02:25:03.938,2022-05-10 02:31:03.938,3.0,A2,CH4_dry,2.157144256493284,9.680965797763951e-05
2022-05-10 02:25:03.938,2022-05-10 02:31:03.938,3.0,A2,CO2,543.4398454583588,0.014046541435126179
2022-05-10 03:25:03.789,2022-05-10 03:30:33.789,6.0,B1,N2O_dry,0.31288325811792517,1.8849656660632237e-06
2022-05-10 03:25:03.789,2022-05-10 03:30:33.789,6.0,B1,CH4_dry,2.136330482721132,-6.289812135599445e-06
2022-05-10 03:25:03.789,2022-05-10 03:30:33.789,6.0,B1,CO2,524.844843945354,0.014678245879497427
2022-05-10 03:45:03.076,2022-05-10 03:51:33.076,7.0,B2,N2O_dry,0.31260241548411805,5.541331710880095e-06
2022-05-10 03:45:03.076,2022-05-10 03:51:33.076,7.0,B2,CH4_dry,2.1168038133396436,-4.763571322444785e-06
2022-05-10 03:45:03.076,2022-05-10 03:51:33.076,7.0,B2,CO2,506.3598888450773,0.02918398762343523
2022-05-10 04:05:01.779,2022-05-10 04:09:01.779,2.0,A1,N2O_dry,0.3213341817717348,-2.114030092181604e-06
2022-05-10 04:05:01.779,2022-05-10 04:09:01.779,2.0,A1,CH4_dry,4.585004252743636,0.0039258847875516326
2022-05-10 04:05:01.779,2022-05-10 04:09:01.779,2.0,A1,CO2,486.5915532156959,0.02218702820985334
2022-05-10 04:25:00.812,2022-05-10 04:31:00.812,3.0,A2,N2O_dry,0.32200519630761226,-2.2406775792304066e-06
2022-05-10 04:25:00.812,2022-05-10 04:31:00.812,3.0,A2,CH4_dry,2.1879521189875915,0.00010901825609938549
2022-05-10 04:25:00.812,2022-05-10 04:31:00.812,3.0,A2,CO2,502.4649787615553,0.021591476950664597
2022-05-10 05:25:02.142,2022-05-10 05:30:32.142,6.0,B1,N2O_dry,0.3186328327594914,-2.6857980308898746e-06
2022-05-10 05:25:02.142,2022-05-10 05:30:32.142,6.0,B1,CH4_dry,2.1407202228508884,-6.4139846047984924e-06
2022-05-10 05:25:02.142,2022-05-10 05:30:32.142,6.0,B1,CO2,507.13296467078754,0.019293601268873778
